sp_name,species_author,status,family 
Stenaelurillus kavango,"Wesolowska, 2014",accepted,Salticidae
Stenaelurillus kronestedti,"Próchniewicz & Heçiak, 1994",accepted,Salticidae
Stenaelurillus latibulbis,"Wesołowska, 2014",accepted,Salticidae
Stenaelurillus lesserti,"Reimoser, 1934",accepted,Salticidae
Stenaelurillus leucogrammus,"Simon, 1902",accepted,Salticidae
Stenaelurillus mardanicus,"Ali & Maddison, 2018",accepted,Salticidae
Stenaelurillus marusiki,"Logunov, 2001",accepted,Salticidae
Stenaelurillus metallicus,"Caleb & Mathai, 2016",accepted,Salticidae
Stenaelurillus minutus,"Song & Chai, 1991",accepted,Salticidae
Stenaelurillus mirabilis,"Wesołowska & Russell-Smith, 2000",accepted,Salticidae
Stenaelurillus modestus,"Wesołowska, 2014",accepted,Salticidae
Stenaelurillus natalensis,"Haddad & Wesolowska, 2006",synonym,Salticidae
Stenaelurillus nigricaudus,"Simon, 1886",accepted,Salticidae
Stenaelurillus nigritarsis,"Simon, 1885",synonym,Salticidae
Stenaelurillus pecten,"Wesolowska, 2014",accepted,Salticidae
Stenaelurillus pilosus,"Wesołowska & Russell-Smith, 2011",accepted,Salticidae
Stenaelurillus pseudoguttatus,"Logunov & Azarkina, 2018",accepted,Salticidae
Stenaelurillus sahariensis,"(Berland & Millot, 1941)",synonym,Salticidae
Stenaelurillus sarojinae,"Caleb & Mathai, 2014",accepted,Salticidae
Stenaelurillus senegalensis,"Logunov & Azarkina, 2018",accepted,Salticidae
Stenaelurillus setosus,"(Thorell, 1895)",nomen dubium,Salticidae
Stenaelurillus siyamae,"Logunov & Azarkina, 2018",accepted,Salticidae
Stenaelurillus specularis,"Wesolowska, 2014",accepted,Salticidae
Stenaelurillus strandi,"Caporiacco, 1939",accepted,Salticidae
Stenaelurillus striolatus,"Wesołowska & Russell-Smith, 2011",accepted,Salticidae
Stenaelurillus sudanicus,"Wesolowska, 2014",accepted,Salticidae
Stenaelurillus termitophagus,"(Wesołowska & Cumming, 1999)",accepted,Salticidae
Stenaelurillus triguttatus,"Simon, 1886",accepted,Salticidae
Stenaelurillus uniguttatus,"Lessert, 1925",accepted,Salticidae
Stenaelurillus zambiensis,"Wesołowska, 2014",accepted,Salticidae
Stenodeza acuminata,"Simon, 1900",accepted,Salticidae
Stenodeza fallax,"Mello-Leitão, 1917",accepted,Salticidae
Stenodeza foestiva,"Mello-Leitão, 1944",accepted,Salticidae
Stergusa aurata,"Simon, 1902",accepted,Salticidae
Stergusa aurichalcea,"Simon, 1902",accepted,Salticidae
Stergusa improbula,"Simon, 1889",accepted,Salticidae
Stergusa incerta,"Prószyński & Deeleman-Reinhold, 2010",accepted,Salticidae
Stergusa stelligera,"Simon, 1902",accepted,Salticidae
Stertinius borneensis,"Logunov, 2018",accepted,Salticidae
Stertinius capucinus,"Simon, 1902",accepted,Salticidae
Stertinius cyprius,"Merian, 1911",accepted,Salticidae
Stertinius dentichelis,"Simon, 1890",accepted,Salticidae
Stertinius kumadai,"Logunov, Ikeda & Ono, 1997",accepted,Salticidae
Stertinius magnificus,"Merian, 1911",accepted,Salticidae
Stertinius niger,"Merian, 1911",accepted,Salticidae
Stertinius nobilis,"(Thorell, 1890)",accepted,Salticidae
Stertinius onoi,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Stertinius patellaris,"Simon, 1902",accepted,Salticidae
Stertinius pilipes,"Simon, 1902",accepted,Salticidae
Stertinius splendens,"Simon, 1902",accepted,Salticidae
Stichius,"Thorell, 1890",synonym,Salticidae
Stoidis pygmaea,"(Peckham & Peckham, 1894)",accepted,Salticidae
Stoidis squamulosa,"Caporiacco, 1955",accepted,Salticidae
Stridulattus,"Petrunkevitch, 1926",synonym,Salticidae
Suaruna,"Mello-Leitão, 1945",synonym,Salticidae
Sumakuru bigal,"Maddison, 2016",accepted,Salticidae
Sumakuru felca,"Galvis, 2017",accepted,Salticidae
Sumampattus hudsoni,"Galiano, 1996",accepted,Salticidae
Sumampattus pantherinus,"(Mello-Leitão, 1942)",accepted,Salticidae
Sumampattus parobscurus,"(Roewer, 1951)",synonym,Salticidae
Sumampattus quinqueradiatus,"(Taczanowski, 1878)",accepted,Salticidae
Synageles albotrimaculatus,"(Lucas, 1846)",accepted,Salticidae
Synageles albotrimaculatus gallicus,"Simon, 1937",synonym,Salticidae
Synageles bishopi,"Cutler, 1988",accepted,Salticidae
Synageles canadensis,"Cutler, 1988",accepted,Salticidae
Synageles charitonovi,"Andreeva, 1976",accepted,Salticidae
Synageles dalmaticus,"(Keyserling, 1863)",accepted,Salticidae
Synageles hilarulus,"(C. L. Koch, 1846)",accepted,Salticidae
Synageles idahoanus,"(Gertsch, 1934)",accepted,Salticidae
Synageles leechi,"Cutler, 1988",accepted,Salticidae
Synageles lepidus,"Kulczyński, 1897",synonym,Salticidae
Synageles mexicanus,"Cutler, 1988",accepted,Salticidae
Synageles morsei,"Logunov & Marusik, 1999",accepted,Salticidae
Synageles nigriculus,"Danilov, 1997",accepted,Salticidae
Synageles noxiosus,"(Hentz, 1850)",accepted,Salticidae
Synageles occidentalis,"Cutler, 1988",accepted,Salticidae
Synageles ovatus,"Franganillo, 1910",nomen dubium,Salticidae
Synageles persianus,"Logunov, 2004",accepted,Salticidae
Synageles pulcher,"Franganillo, 1913",nomen dubium,Salticidae
Synageles ramitus,"Andreeva, 1976",accepted,Salticidae
Synageles repudiatus,"(O. Pickard-Cambridge, 1876)",accepted,Salticidae
Synageles scutiger,"Prószyński, 1979",accepted,Salticidae
Synageles subcingulatus,"(Simon, 1878)",accepted,Salticidae
Synageles venator,"(Lucas, 1836)",accepted,Salticidae
Synagelides agoriformis,"Strand, 1906",accepted,Salticidae
Synagelides annae,"Bohdanowicz, 1979",accepted,Salticidae
Synagelides bagmaticus,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides birmanicus,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides brahmaputra,"Caleb, Chatterjee, Tyagi, Kundu & Kumar, 2018",accepted,Salticidae
Synagelides cavaleriei,"(Schenkel, 1963)",accepted,Salticidae
Synagelides darjeelingus,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides dhaulagiricus,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides doisuthep,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides forkiforma,"Yang, Zhu & Song, 2007",accepted,Salticidae
Synagelides gambosus,"Xie & Yin, 1990",accepted,Salticidae
Synagelides gorapanicus,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides gosainkundicus,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides hamatus,"Zhu, Zhang, Zhang & Chen, 2005",accepted,Salticidae
Synagelides haoyai,"Logunov, 2017",accepted,Salticidae
Synagelides himalaicus,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides huangsangensis,"Peng, Yin, Yan & Kim, 1998",accepted,Salticidae
Synagelides hubeiensis,"Peng & Li, 2008",accepted,Salticidae
Synagelides jinggangshanensis,"Liu, Chen, Xu & Peng, 2017",accepted,Salticidae
Synagelides jingzhao,"Yang, Zhu & Song, 2007",accepted,Salticidae
Synagelides jiricus,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides kochang,"Logunov, 2017",accepted,Salticidae
Synagelides kosi,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides kualaensis,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides larisae,"Logunov, 2017",accepted,Salticidae
Synagelides lehtineni,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides longus,"Song & Chai, 1992",accepted,Salticidae
Synagelides lushanensis,"Xie & Yin, 1990",accepted,Salticidae
Synagelides martensi,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides munnar,"Logunov, 2017",accepted,Salticidae
Synagelides nepalensis,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides nishikawai,"Bohdanowicz, 1979",accepted,Salticidae
Synagelides oleksiaki,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides palpalis,"Zabka, 1985",accepted,Salticidae
Synagelides palpaloides,"Peng, Tso & Li, 2002",accepted,Salticidae
Synagelides proszynskii,"Barrion, Barrion-Dupo & Heong, 2013",accepted,Salticidae
Synagelides sumatranus,"Logunov & Hereward, 2006",accepted,Salticidae
Synagelides tangi,"Liu, Chen, Xu & Peng, 2017",accepted,Salticidae
Synagelides thodungus,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides tianmu,"Song, 1990",accepted,Salticidae
Synagelides tukchensis,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides ullerensis,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides walesai,"Bohdanowicz, 1987",accepted,Salticidae
Synagelides wangdicus,"Bohdanowicz, 1978",accepted,Salticidae
Synagelides wuermlii,"Bohdanowicz, 1978",accepted,Salticidae
Synagelides wyszynskii,"Bohdanowicz, 1987",synonym,Salticidae
Synagelides yinae,"Liu, Chen, Xu & Peng, 2017",accepted,Salticidae
Synagelides yunnan,"Song & Zhu, 1998",accepted,Salticidae
Synagelides zebrus,"Peng & Li, 2008",accepted,Salticidae
Synagelides zhaoi,"Peng, Li & Chen, 2003",accepted,Salticidae
Synagelides zhilcovae,"Prószyński, 1979",accepted,Salticidae
Synagelides zonatus,"Peng & Li, 2008",accepted,Salticidae
Synemosyna americana,"(Peckham & Peckham, 1885)",accepted,Salticidae
Synemosyna ankeli,"Cutler & Müller, 1991",accepted,Salticidae
Synemosyna aschnae,"Makhan, 2006",accepted,Salticidae
Synemosyna atrogaster,"(Mello-Leitão, 1941)",synonym,Salticidae
Synemosyna aurantiaca,"(Mello-Leitão, 1917)",accepted,Salticidae
Synemosyna bicolor,"(Peckham & Peckham, 1892)",synonym,Salticidae
Synemosyna bimaculata,"(Mello-Leitão, 1917)",nomen dubium,Salticidae
Synemosyna claustrorum,"(Mello-Leitão, 1933)",synonym,Salticidae
Synemosyna decipiens,"(O. Pickard-Cambridge, 1896)",accepted,Salticidae
Synemosyna edwardsi,"Cutler, 1985",accepted,Salticidae
Synemosyna fasciata,"Mello-Leitão, 1922",nomen dubium,Salticidae
Synemosyna fissidentata,"(Szombathy, 1913)",nomen dubium,Salticidae
Synemosyna formica,"Hentz, 1846",accepted,Salticidae
Synemosyna hentzi,"Peckham & Peckham, 1892",accepted,Salticidae
Synemosyna invemar,"Cutler & Müller, 1991",accepted,Salticidae
Synemosyna lauretta,"Peckham & Peckham, 1892",accepted,Salticidae
Synemosyna lucasi,"(Taczanowski, 1871)",accepted,Salticidae
Synemosyna lunata,"(Walckenaer, 1837)",nomen dubium,Salticidae
Synemosyna maddisoni,"Cutler, 1985",accepted,Salticidae
Synemosyna magniscuti,"Mello-Leitão, 1939",nomen dubium,Salticidae
Synemosyna mastigostyla,"(Mello-Leitão, 1917)",synonym,Salticidae
Synemosyna melanura,"Mello-Leitão, 1917",synonym,Salticidae
Synemosyna myrmeciaeformis,"(Taczanowski, 1871)",accepted,Salticidae
Synemosyna nicaraguaensis,"Cutler, 1993",accepted,Salticidae
Synemosyna paraensis,"Galiano, 1967",accepted,Salticidae
Synemosyna peckhami,"(Mello-Leitão, 1933)",synonym,Salticidae
Synemosyna petrunkevitchi,"(Chapin, 1922)",accepted,Salticidae
Synemosyna rubra,"(Walckenaer, 1837)",nomen dubium,Salticidae
Synemosyna scutata,"(Mello-Leitão, 1943)",accepted,Salticidae
Synemosyna simplex,"(Chamberlin, 1925)",synonym,Salticidae
Synemosyna smithi,"Peckham & Peckham, 1894",accepted,Salticidae
Synemosyna subtilis,"(Taczanowski, 1871)",nomen dubium,Salticidae
Synemosyna taperae,"(Mello-Leitão, 1933)",accepted,Salticidae
Synemosyna ubicki,"Cutler, 1988",accepted,Salticidae
Synemosyna ypsilon,"(Piza, 1937)",synonym,Salticidae
Tabuina baiteta,"Maddison, 2009",accepted,Salticidae
Tabuina rufa,"Maddison, 2009",accepted,Salticidae
Tabuina varirata,"Maddison, 2009",accepted,Salticidae
Tachyskarthmos,"Hogg, 1922",synonym,Salticidae
Tacuna delecta,"Peckham & Peckham, 1901",accepted,Salticidae
Tacuna minensis,"Galiano, 1995",accepted,Salticidae
Tacuna modesta,"(Mello-Leitão, 1943)",synonym,Salticidae
Tacuna saltensis,"Galiano, 1995",accepted,Salticidae
Tacuna vaga,"(Peckham & Peckham, 1895)",accepted,Salticidae
Taeoma,"Mello-Leitão, 1939",synonym,Salticidae
Tagoria,"Schenkel, 1963",synonym,Salticidae
Taivala invisitata,"Peckham & Peckham, 1907",accepted,Salticidae
Talavera aequipes,"(O. Pickard-Cambridge, 1871)",accepted,Salticidae
Talavera aequipes ludio,"(Simon, 1871)",accepted,Salticidae
Talavera aperta,"(Miller, 1971)",accepted,Salticidae
Talavera brevipes,"(Miller, 1971)",homonym replaced,Salticidae
Talavera esyunini,"Logunov, 1992",accepted,Salticidae
Talavera ikedai,"Logunov & Kronestedt, 2003",accepted,Salticidae
Talavera inopinata,"Wunderlich, 1993",accepted,Salticidae
Talavera krocha,"Logunov & Kronestedt, 2003",accepted,Salticidae
Talavera logunovi,"Kovblyuk & Kastrygina, 2015",accepted,Salticidae
Talavera milleri,"(Brignoli, 1983)",accepted,Salticidae
Talavera minuta,"(Banks, 1895)",accepted,Salticidae
Talavera monticola,"(Kulczyński, 1884)",accepted,Salticidae
Talavera parvistyla,"Logunov & Kronestedt, 2003",accepted,Salticidae
Talavera poecilopus,"(Thorell, 1873)",nomen dubium,Salticidae
Talavera sharlaa,"Logunov & Kronestedt, 2003",accepted,Salticidae
Talavera thorelli,"(Kulczyński, 1891)",accepted,Salticidae
Talavera trivittata,"(Schenkel, 1963)",accepted,Salticidae
Talavera tuvensis,"Logunov & Kronestedt, 2003",accepted,Salticidae
Talavera westringi,"(Simon, 1868)",nomen dubium,Salticidae
Tamigalesus munnaricus,"Zabka, 1988",accepted,Salticidae
Tanna,"Berland, 1938",homonym replaced,Salticidae
Tanybelus aeneiceps,"Simon, 1902",accepted,Salticidae
Tanzania meridionalis,"Haddad & Wesolowska, 2011",accepted,Salticidae
Tanzania minutus,"(Wesolowska & Russell-Smith, 2000)",accepted,Salticidae
Tanzania mkomaziensis,"(Wesolowska & Russell-Smith, 2000)",accepted,Salticidae
Tanzania parvulus,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Tanzania pusillus,"(Wesolowska & Russell-Smith, 2000)",accepted,Salticidae
Tanzania striatus,"Wesolowska, Azarkina & Russell-Smith, 2014",accepted,Salticidae
Tara anomala,"(Keyserling, 1882)",accepted,Salticidae
Tara gratiosa,"(Rainbow, 1920)",accepted,Salticidae
Tara parvula,"(Keyserling, 1883)",accepted,Salticidae
Taraxella hillyardi,"Wanless, 1987",accepted,Salticidae
Taraxella petrensis,"Wanless, 1987",accepted,Salticidae
Taraxella reinholdae,"Wanless, 1987",accepted,Salticidae
Taraxella solitaria,"Wanless, 1984",accepted,Salticidae
Taraxella sumatrana,"Wanless, 1987",accepted,Salticidae
Tariona,"Simon, 1902",synonym,Salticidae
Tarkas maculatipes,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Tarkas mediocavus,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Tarne dives,"Simon, 1886",accepted,Salticidae
Tarodes lineatus,"Pocock, 1899",accepted,Salticidae
Tartamura adfectuosa,"(Galiano, 1977)",accepted,Salticidae
Tartamura agatelin,"Bustamante & Ruiz, 2017",accepted,Salticidae
Tartamura huao,"Bustamante & Ruiz, 2017",accepted,Salticidae
Tartamura metzneri,"Bustamante & Ruiz, 2017",accepted,Salticidae
Tasa davidi,"(Schenkel, 1963)",accepted,Salticidae
Tasa nipponica,"Bohdanowicz & Prószyński, 1987",accepted,Salticidae
Tatari multispinosus,"Berland, 1938",accepted,Salticidae
Tauala alveolatus,"Wanless, 1988",accepted,Salticidae
Tauala athertonensis,"Gardzinska, 1996",accepted,Salticidae
Tauala australiensis,"Wanless, 1988",accepted,Salticidae
Tauala bilobatus,"Żabka & Patoleta, 2015",accepted,Salticidae
Tauala daviesae,"Wanless, 1988",accepted,Salticidae
Tauala elongata,"Peng & Li, 2002",accepted,Salticidae
Tauala lepidus,"Wanless, 1988",accepted,Salticidae
Tauala minutus,"Wanless, 1988",accepted,Salticidae
Tauala ottoi,"Żabka & Patoleta, 2015",accepted,Salticidae
Tauala palumaensis,"Żabka & Patoleta, 2015",accepted,Salticidae
Tauala setosus,"Żabka & Patoleta, 2015",accepted,Salticidae
Tauala splendidus,"Wanless, 1988",accepted,Salticidae
Tauala zborowskii,"Żabka & Patoleta, 2015",accepted,Salticidae
Taupoa,"Peckham & Peckham, 1907",synonym,Salticidae
Telamonia agapeta,"(Thorell, 1881)",accepted,Salticidae
Telamonia albonigra,"Fraganillo, 1925",nomen dubium,Salticidae
Telamonia annulipes,"Peckham & Peckham, 1907",accepted,Salticidae
Telamonia bombycina,"(Simon, 1902)",accepted,Salticidae
Telamonia borreyi,"Berland & Millot, 1941",accepted,Salticidae
Telamonia borreyi minor,"Berland & Millot, 1941",accepted,Salticidae
Telamonia caprina,"(Simon, 1903)",accepted,Salticidae
Telamonia coeruleostriata,"(Doleschall, 1859)",accepted,Salticidae
Telamonia comosissima,"(Simon, 1886)",accepted,Salticidae
Telamonia cristata,"Peckham & Peckham, 1907",accepted,Salticidae
Telamonia dimidiata,"(Simon, 1899)",accepted,Salticidae
Telamonia dissimilis,"Próchniewicz, 1990",accepted,Salticidae
Telamonia elegans,"(Thorell, 1887)",accepted,Salticidae
Telamonia festiva,"Thorell, 1887",accepted,Salticidae
Telamonia festiva nigrina,"(Simon, 1903)",accepted,Salticidae
Telamonia formosa,"(Simon, 1902)",accepted,Salticidae
Telamonia hasselti,"(Thorell, 1878)",accepted,Salticidae
Telamonia jolensis,"(Simon, 1902)",accepted,Salticidae
Telamonia laecta,"Próchniewicz, 1990",accepted,Salticidae
Telamonia latruncula,"(Thorell, 1877)",accepted,Salticidae
Telamonia leopoldi,"Roewer, 1938",accepted,Salticidae
Telamonia livida,"(Karsch, 1880)",accepted,Salticidae
Telamonia luteocincta,"(Thorell, 1891)",accepted,Salticidae
Telamonia luxiensis,"Peng, Yin, Yan & Kim, 1998",accepted,Salticidae
Telamonia mandibulata,"Hogg, 1915",accepted,Salticidae
Telamonia masinloc,"Barrion & Litsinger, 1995",accepted,Salticidae
Telamonia mundula,"(Thorell, 1877)",accepted,Salticidae
Telamonia mustelina,"Simon, 1901",accepted,Salticidae
Telamonia parangfestiva,"Barrion & Litsinger, 1995",accepted,Salticidae
Telamonia pateli,"(Tikader, 1974)",synonym,Salticidae
Telamonia peckhami,"Thorell, 1891",accepted,Salticidae
Telamonia prima,"Próchniewicz, 1990",accepted,Salticidae
Telamonia resplendens,"Peckham & Peckham, 1907",accepted,Salticidae
Telamonia scalaris,"(Thorell, 1881)",accepted,Salticidae
Telamonia setosa,"(Karsch, 1880)",accepted,Salticidae
Telamonia shepardi,"Barrion, Barrion-Dupo & Heong, 2013",accepted,Salticidae
Telamonia sikkimensis,"(Tikader, 1967)",synonym,Salticidae
Telamonia sponsa,"(Simon, 1902)",accepted,Salticidae
Telamonia terebrifera,"(Thorell, 1892)",synonym,Salticidae
Telamonia trabifera,"(Thorell, 1881)",accepted,Salticidae
Telamonia trinotata,"(Thorell, 1895)",synonym,Salticidae
Telamonia trinotata,"Simon, 1903",accepted,Salticidae
Telamonia trochilus,"(Doleschall, 1859)",accepted,Salticidae
Telamonia vidua,"Hogg, 1915",accepted,Salticidae
Telamonia virgata,"Simon, 1903",accepted,Salticidae
Telamonia vlijmi,"Prószyński, 1984",accepted,Salticidae
Terralonus banksi,"(Roewer, 1951)",accepted,Salticidae
Terralonus californicus,"(Peckham & Peckham, 1888)",accepted,Salticidae
Terralonus fraternus,"(Banks, 1932)",accepted,Salticidae
Terralonus mylothrus,"(Chamberlin, 1925)",accepted,Salticidae
Terralonus shaferi,"(Gertsch & Riechert, 1976)",accepted,Salticidae
Terralonus unicus,"(Chamberlin & Gertsch, 1930)",accepted,Salticidae
Terralonus versicolor,"(Peckham & Peckham, 1909)",accepted,Salticidae
Thammaca coriacea,"Simon, 1901",accepted,Salticidae
Thammaca nigritarsis,"Simon, 1902",accepted,Salticidae
Theriella bertoncelloi,"Braul & Lise, 2003",accepted,Salticidae
Theriella galianoae,"Braul & Lise, 1996",accepted,Salticidae
Theriella tenuistyla,"(Galiano, 1970)",accepted,Salticidae
Thianella,"Schenkel, 1963",homonym replaced,Salticidae
Thianella disjuncta,"Strand, 1907",accepted,Salticidae
Thiania abdominalis,"Zabka, 1985",accepted,Salticidae
Thiania aura,"Dyal, 1935",accepted,Salticidae
Thiania bhamoensis,"Thorell, 1887",accepted,Salticidae
Thiania cavaleriei,"Schenkel, 1963",accepted,Salticidae
Thiania chiriatapuensis,"(Tikader, 1977)",synonym,Salticidae
Thiania chrysogramma,"Simon, 1901",accepted,Salticidae
Thiania coelestis,"(Karsch, 1880)",accepted,Salticidae
Thiania cupreonitens,"(Simon, 1899)",accepted,Salticidae
Thiania demissa,"(Thorell, 1892)",accepted,Salticidae
Thiania formosissima,"(Thorell, 1890)",accepted,Salticidae
Thiania gazellae,"(Karsch, 1878)",accepted,Salticidae
Thiania humilis,"(Thorell, 1877)",accepted,Salticidae
Thiania inermis,"(Karsch, 1897)",accepted,Salticidae
Thiania jucunda,"Thorell, 1890",accepted,Salticidae
Thiania latefasciata,"(Simon, 1877)",accepted,Salticidae
Thiania latibola,"Zhang & Maddison, 2012",accepted,Salticidae
Thiania luteobrachialis,"Schenkel, 1963",accepted,Salticidae
Thiania oppressa,"(Thorell, 1892)",synonym,Salticidae
Thiania pulcherrima,"C. L. Koch, 1846",accepted,Salticidae
Thiania simplicissima,"(Karsch, 1880)",accepted,Salticidae
Thiania sinuata,"Thorell, 1890",accepted,Salticidae
Thiania suboppressa,"Strand, 1907",accepted,Salticidae
Thiania subserena,"Simon, 1901",accepted,Salticidae
Thiania tenuis,"Zhang & Maddison, 2012",accepted,Salticidae
Thiania viridimicans,"Simon, 1901",nomen nudum,Salticidae
Thiania viscaensis,"Barrion & Litsinger, 1995",accepted,Salticidae
Thianioides,"Mello-Leitão, 1941",synonym,Salticidae
Thianitara spectrum,"Simon, 1903",accepted,Salticidae
Thianitara thailandica,"Prószyński & Deeleman-Reinhold, 2012",accepted,Salticidae
Thiodina firme,"Bustamante & Ruiz, 2017",accepted,Salticidae
Thiodina inquies,"(Walckenaer, 1837)",nomen dubium,Salticidae
Thiodina irrorata,"(Walckenaer, 1837)",nomen dubium,Salticidae
Thiodina minuta,"(Galiano, 1977)",accepted,Salticidae
Thiodina nicoleti,"Roewer, 1951",accepted,Salticidae
Thiodina perian,"Bustamante & Ruiz, 2017",accepted,Salticidae
Thiratoscirtus alveolus,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus atakpa,"Wesolowska & Edwards, 2012",accepted,Salticidae
Thiratoscirtus bipaniculus,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus capito,"Simon, 1903",accepted,Salticidae
Thiratoscirtus cinctus,"(Thorell, 1899)",accepted,Salticidae
Thiratoscirtus efik,"Wesolowska & Edwards, 2012",accepted,Salticidae
Thiratoscirtus elgonensis,"Dawidowicz & Wesolowska, 2016",accepted,Salticidae
Thiratoscirtus fuscorufescens,"Strand, 1906",accepted,Salticidae
Thiratoscirtus gambari,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus harpago,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus lamboji,"Seiter & Wesolowska, 2015",accepted,Salticidae
Thiratoscirtus mastigophorus,"Wiśniewski & Wesolowska, 2013",accepted,Salticidae
Thiratoscirtus minimus,"Dawidowicz & Wesolowska, 2016",accepted,Salticidae
Thiratoscirtus mirabilis,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus monstrum,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus niveimanus,"Simon, 1886",accepted,Salticidae
Thiratoscirtus oberleuthneri,"Seiter & Wesolowska, 2015",accepted,Salticidae
Thiratoscirtus obudu,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus patagonicus,"Simon, 1886",accepted,Salticidae
Thiratoscirtus perspicuus,"Wiśniewski & Wesolowska, 2013",accepted,Salticidae
Thiratoscirtus procerus,"Wesolowska & Edwards, 2012",accepted,Salticidae
Thiratoscirtus remyi,"(Berland & Millot, 1941)",accepted,Salticidae
Thiratoscirtus torquatus,"Simon, 1903",accepted,Salticidae
Thiratoscirtus versicolor,"Simon, 1902",accepted,Salticidae
Thiratoscirtus vilis,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thiratoscirtus yorubanus,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Thorelliola aliena,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola biapophysis,"Gardzinska & Patoleta, 1997",accepted,Salticidae
Thorelliola crebra,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola cyrano,"Szűts & De Bakker, 2004",accepted,Salticidae
Thorelliola dissimilis,"Gardzińska, 2009",accepted,Salticidae
Thorelliola doryphora,"(Thorell, 1881)",accepted,Salticidae
Thorelliola dumicola,"Berry, Beatty & Prószyński, 1997",accepted,Salticidae
Thorelliola ensifera,"(Thorell, 1877)",accepted,Salticidae
Thorelliola glabra,"Gardzinska & Patoleta, 1997",accepted,Salticidae
Thorelliola javaensis,"Gardzinska & Patoleta, 1997",accepted,Salticidae
Thorelliola joannae,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola mahunkai,"Szüts, 2002",accepted,Salticidae
Thorelliola monoceros,"(Karsch, 1881)",accepted,Salticidae
Thorelliola pallidula,"Gardzińska, 2009",accepted,Salticidae
Thorelliola squamosa,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola tamasi,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola truncilonga,"Gardzinska & Patoleta, 1997",accepted,Salticidae
Thorelliola tualapa,"Zhang & Maddison, 2012",accepted,Salticidae
Thorelliola zabkai,"Zhang & Maddison, 2012",accepted,Salticidae
Thrandina bellavista,"Maddison, 2012",accepted,Salticidae
Thrandina cosanga,"Maddison, 2012",accepted,Salticidae
Thrandina parocula,"Maddison, 2006",accepted,Salticidae
Thyene aperta,"(Peckham & Peckham, 1903)",accepted,Salticidae
Thyene australis,"Peckham & Peckham, 1903",accepted,Salticidae
Thyene benjamini,"Prószyński & Deeleman-Reinhold, 2010",accepted,Salticidae
Thyene bilineata,"Lawrence, 1927",accepted,Salticidae
Thyene bilineata striatipes,"Lawrence, 1927",synonym,Salticidae
Thyene bivittata,"Xie & Peng, 1995",accepted,Salticidae
Thyene bucculenta,"(Gerstäcker, 1873)",accepted,Salticidae
Thyene chopardi,"Berland & Millot, 1941",accepted,Salticidae
Thyene coccineovittata,"(Simon, 1886)",accepted,Salticidae
Thyene coccineovittata crudelis,"(Peckham & Peckham, 1903)",synonym,Salticidae
Thyene concinna,"(Keyserling, 1881)",accepted,Salticidae
Thyene corcula,"(Pavesi, 1895)",accepted,Salticidae
Thyene coronata,"Simon, 1902",accepted,Salticidae
Thyene dakarensis,"(Berland & Millot, 1941)",accepted,Salticidae
Thyene dancala,"Caporiacco, 1947",accepted,Salticidae
Thyene decora,"(Simon, 1902)",accepted,Salticidae
Thyene gangoides,"Prószyński & Deeleman-Reinhold, 2010",accepted,Salticidae
Thyene hesperia,"(Simon, 1910)",accepted,Salticidae
Thyene imperialis,"(Rossi, 1846)",accepted,Salticidae
Thyene indica,"Prószyński, 1992",nomen nudum,Salticidae
