sp_name,species_author,status,family 
Pachomius dybowskii,"(Taczanowski, 1871)",accepted,Salticidae
Pachomius flammeus,"(Crane, 1949)",synonym,Salticidae
Pachomius flavescens,"Peckham & Peckham, 1896",accepted,Salticidae
Pachomius hadzji,"(Caporiacco, 1955)",accepted,Salticidae
Pachomius hieroglyphicus,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pachomius juquiaensis,"(Galiano, 1995)",accepted,Salticidae
Pachomius lehmanni,"(Strand, 1908)",accepted,Salticidae
Pachomius maculosus,"(Chickering, 1946)",synonym,Salticidae
Pachomius ministerialis,"(C. L. Koch, 1846)",accepted,Salticidae
Pachomius misionensis,"(Galiano, 1995)",accepted,Salticidae
Pachomius nannispina,"(Chamberlin & Ivie, 1936)",synonym,Salticidae
Pachomius nigrus,"(Caporiacco, 1947)",accepted,Salticidae
Pachomius niveoguttatus,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pachomius patellaris,"(Galiano, 1995)",accepted,Salticidae
Pachomius peckhamorum,"Galiano, 1994",accepted,Salticidae
Pachomius sextus,"Galiano, 1994",accepted,Salticidae
Pachomius similis,"Peckham & Peckham, 1896",accepted,Salticidae
Pachomius villeta,"Galiano, 1994",accepted,Salticidae
Pachyballus castaneus,"Simon, 1900",accepted,Salticidae
Pachyballus cordiformis,"Berland & Millot, 1941",accepted,Salticidae
Pachyballus flavipes,"Simon, 1910",accepted,Salticidae
Pachyballus flavipes aurantius,"Caporiacco, 1949",accepted,Salticidae
Pachyballus gambeyi,"(Simon, 1880)",accepted,Salticidae
Pachyballus oyo,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Pachyballus transversus,"Simon, 1900",accepted,Salticidae
Pachyballus variegatus,"Lessert, 1925",accepted,Salticidae
Pachyonomastus kittenbergeri,"Caporiacco, 1947",accepted,Salticidae
Pachypoessa albimana,"Simon, 1902",deleted,Salticidae
Pachypoessa lacertosa,"Simon, 1902",accepted,Salticidae
Pachypoessa plebeja,"(L. Koch, 1875)",deleted,Salticidae
Padilla ambigua,"Ledoux, 2007",accepted,Salticidae
Padilla armata,"Peckham & Peckham, 1894",accepted,Salticidae
Padilla astina,"Andriamalala, 2007",accepted,Salticidae
Padilla boritandroka,"Andriamalala, 2007",accepted,Salticidae
Padilla cornuta,"(Peckham & Peckham, 1885)",accepted,Salticidae
Padilla foty,"Andriamalala, 2007",accepted,Salticidae
Padilla glauca,"Simon, 1900",nomen dubium,Salticidae
Padilla graminicola,"Ledoux, 2007",accepted,Salticidae
Padilla griswoldi,"Andriamalala, 2007",accepted,Salticidae
Padilla javana,"Simon, 1900",accepted,Salticidae
Padilla lancearia,"Simon, 1900",nomen dubium,Salticidae
Padilla lavatandroka,"Andriamalala, 2007",accepted,Salticidae
Padilla maingoka,"Andriamalala, 2007",accepted,Salticidae
Padilla manjelatra,"Andriamalala, 2007",accepted,Salticidae
Padilla mantis,"Simon, 1900",nomen dubium,Salticidae
Padilla mazavaloha,"Andriamalala, 2007",accepted,Salticidae
Padilla mihaingo,"Andriamalala, 2007",accepted,Salticidae
Padilla mitohy,"Andriamalala, 2007",accepted,Salticidae
Padilla ngeroka,"Andriamalala, 2007",accepted,Salticidae
Padilla ombimanga,"Andriamalala, 2007",accepted,Salticidae
Padilla rhizophorae,"Dierkens, 2014",accepted,Salticidae
Padilla sartor,"Simon, 1900",accepted,Salticidae
Padillothorax semiostrinus,"Simon, 1901",accepted,Salticidae
Padillothorax taprobanicus,"Simon, 1902",accepted,Salticidae
Padillothorus elegans,"(Reimoser, 1927)",accepted,Salticidae
Palpelius,"Simon, 1903",synonym,Salticidae
Panachraesta paludosa,"(Simon, 1900)",accepted,Salticidae
Pancorius animosus,"Peckham & Peckham, 1907",accepted,Salticidae
Pancorius armatus,"Jastrzebski, 2011",accepted,Salticidae
Pancorius borneensis,"Simon, 1902",accepted,Salticidae
Pancorius cadus,"Jastrzebski, 2011",accepted,Salticidae
Pancorius changricus,"Zabka, 1990",accepted,Salticidae
Pancorius cheni,"Peng & Li, 2008",accepted,Salticidae
Pancorius crassipes,"(Karsch, 1881)",accepted,Salticidae
Pancorius crinitus,"Logunov & Jäger, 2015",accepted,Salticidae
Pancorius curtus,"(Simon, 1877)",accepted,Salticidae
Pancorius dabanis,"(Hogg, 1922)",accepted,Salticidae
Pancorius daitaricus,"(Prószyński, 1992)",accepted,Salticidae
Pancorius darjeelingianus,"Prószyński, 1992",accepted,Salticidae
Pancorius dentichelis,"(Simon, 1899)",accepted,Salticidae
Pancorius fasciatus,"Peckham & Peckham, 1907",accepted,Salticidae
Pancorius goulufengensis,"Peng, Yin, Yan & Kim, 1998",accepted,Salticidae
Pancorius hainanensis,"Song & Chai, 1991",accepted,Salticidae
Pancorius hongkong,"Song, Xie, Zhu & Wu, 1997",accepted,Salticidae
Pancorius kaskiae,"Zabka, 1990",accepted,Salticidae
Pancorius kohi,"Zhang, Song & Li, 2003",accepted,Salticidae
Pancorius latus,"Cao & Li, 2016",accepted,Salticidae
Pancorius magniformis,"Zabka, 1990",accepted,Salticidae
Pancorius magnus,"Zabka, 1985",accepted,Salticidae
Pancorius minutus,"Zabka, 1985",accepted,Salticidae
Pancorius naevius,"Simon, 1902",accepted,Salticidae
Pancorius nagaland,"Caleb, 2019",accepted,Salticidae
Pancorius petoti,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Pancorius protervus,"(Simon, 1902)",accepted,Salticidae
Pancorius pseudopaykulli,"(Sen, Dhali, Saha & Raychaudhuri, 2015)",synonym,Salticidae
Pancorius relucens,"(Simon, 1901)",accepted,Salticidae
Pancorius scoparius,"Simon, 1902",accepted,Salticidae
Pancorius submontanus,"Prószyński, 1992",accepted,Salticidae
Pancorius tagorei,"Prószyński, 1992",accepted,Salticidae
Pancorius taiwanensis,"Bao & Peng, 2002",accepted,Salticidae
Pancorius thorelli,"(Simon, 1899)",accepted,Salticidae
Pancorius urnus,"Jastrzebski, 2011",accepted,Salticidae
Pancorius wangdicus,"Zabka, 1990",accepted,Salticidae
Pandisus decorus,"Wanless, 1980",accepted,Salticidae
Pandisus indicus,"Prószyński, 1992",accepted,Salticidae
Pandisus modestus,"(Peckham, Peckham & Wheeler, 1889)",accepted,Salticidae
Pandisus parvulus,"Wanless, 1980",accepted,Salticidae
Pandisus sarae,"Wanless, 1980",accepted,Salticidae
Pandisus scalaris,"Simon, 1900",accepted,Salticidae
Panysinus grammicus,"Simon, 1902",accepted,Salticidae
Panysinus nicholsoni,"(O. Pickard-Cambridge, 1900)",accepted,Salticidae
Panysinus nitens,"Simon, 1901",accepted,Salticidae
Panysinus semiargenteus,"(Simon, 1877)",accepted,Salticidae
Panysinus semiermis,"Simon, 1902",accepted,Salticidae
Papuamyr omhifosga,"Maddison & Szűts, 2019",accepted,Salticidae
Papuamyr pandora,"Maddison & Szűts, 2019",accepted,Salticidae
Papuaneon tualapa,"Maddison, 2016",accepted,Salticidae
Parabathippus birmanicus,"(Thorell, 1895)",accepted,Salticidae
Parabathippus cuspidatus,"Zhang & Maddison, 2012",accepted,Salticidae
Parabathippus digitalis,"(Zhang, Song & Li, 2003)",accepted,Salticidae
Parabathippus kiabau,"Zhang & Maddison, 2012",accepted,Salticidae
Parabathippus macilentus,"(Thorell, 1890)",accepted,Salticidae
Parabathippus magnus,"Zhang & Maddison, 2012",accepted,Salticidae
Parabathippus petrae,"(Prószyński & Deeleman-Reinhold, 2012)",accepted,Salticidae
Parabathippus rectus,"(Zhang, Song & Li, 2003)",accepted,Salticidae
Parabathippus sedatus,"(Peckham & Peckham, 1907)",accepted,Salticidae
Parabathippus serenus,"(Peckham & Peckham, 1907)",synonym,Salticidae
Parabathippus shelfordi,"(Peckham & Peckham, 1907)",accepted,Salticidae
Paracyrba wanlessi,"Zabka & Kovac, 1996",accepted,Salticidae
Paradamoetas carus,"(Peckham & Peckham, 1892)",accepted,Salticidae
Paradamoetas changuinola,"Cutler, 1982",accepted,Salticidae
Paradamoetas fontanus,"(Levi, 1951)",accepted,Salticidae
Paradamoetas formicinus,"Peckham & Peckham, 1885",accepted,Salticidae
Paradecta,"Bryant, 1950",synonym,Salticidae
Paradescanso,"Vellard, 1924",synonym,Salticidae
Parafluda albiana,"(Mello-Leitão, 1947)",synonym,Salticidae
Parafluda banksi,"Chickering, 1946",accepted,Salticidae
Paraharmochirus monstrosus,"Szombathy, 1915",accepted,Salticidae
Paraharmochirus tualapaensis,"Zhang & Maddison, 2012",accepted,Salticidae
Paraheliophanus jeanae,"Clark & Benoit, 1977",accepted,Salticidae
Paraheliophanus napoleon,"Clark & Benoit, 1977",accepted,Salticidae
Paraheliophanus sanctaehelenae,"Clark & Benoit, 1977",accepted,Salticidae
Paraheliophanus subinstructus,"(O. Pickard-Cambridge, 1873)",accepted,Salticidae
Parahelpis abnormis,"(Zabka, 2002)",accepted,Salticidae
Parahelpis smithae,"Gardzińska & Zabka, 2010",accepted,Salticidae
Parahentzia,"Bryant, 1943",synonym,Salticidae
Parajotus cinereus,"Wesolowska, 2004",accepted,Salticidae
Parajotus obscurofemoratus,"Peckham & Peckham, 1903",accepted,Salticidae
Parajotus refulgens,"Wesolowska, 2000",accepted,Salticidae
Paralophostica,"Soares & Camargo, 1948",synonym,Salticidae
Paramaevia hobbsae,"(Barnes, 1955)",accepted,Salticidae
Paramaevia michelsoni,"(Barnes, 1955)",accepted,Salticidae
Paramaevia poultoni,"(Peckham & Peckham, 1901)",accepted,Salticidae
Paramarpissa albopilosa,"(Banks, 1902)",accepted,Salticidae
Paramarpissa griswoldi,"Logunov & Cutler, 1999",accepted,Salticidae
Paramarpissa laeta,"Logunov & Cutler, 1999",accepted,Salticidae
Paramarpissa piratica,"(Peckham & Peckham, 1888)",accepted,Salticidae
Paramarpissa sarta,"Logunov & Cutler, 1999",accepted,Salticidae
Paramarpissa tibialis,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Paramodunda,"Lessert, 1925",synonym,Salticidae
Paranaia,"Mello-Leitão, 1941",synonym,Salticidae
Paraneaetha diversa,"Denis, 1947",accepted,Salticidae
Paraphidippus aurantius,"(Lucas, 1833)",accepted,Salticidae
Paraphidippus basalis,"(Banks, 1904)",accepted,Salticidae
Paraphidippus brendeli,"(Giebel, 1863;)",synonym,Salticidae
Paraphidippus disjunctus,"(Banks, 1898)",accepted,Salticidae
Paraphidippus fartilis,"(Peckham & Peckham, 1888)",accepted,Salticidae
Paraphidippus fulgidus,"(C. L. Koch, 1846)",accepted,Salticidae
Paraphidippus funebris,"(Banks, 1898)",accepted,Salticidae
Paraphidippus fuscipes,"(C. L. Koch, 1846)",accepted,Salticidae
Paraphidippus incontestus,"(Banks, 1909)",accepted,Salticidae
Paraphidippus inermis,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Paraphidippus laniipes,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Paraphidippus luteus,"(Peckham & Peckham, 1896)",accepted,Salticidae
Paraphidippus marmoratus,"F. O. Pickard-Cambridge, 1901",synonym,Salticidae
Paraphidippus mexicanus,"(Peckham & Peckham, 1888)",accepted,Salticidae
Paraphidippus nigropilosus,"(Banks, 1898)",accepted,Salticidae
Paraphidippus nitens,"(C. L. Koch, 1846)",accepted,Salticidae
Paraphilaeus daemeli,"(Keyserling, 1883)",accepted,Salticidae
Paraplatoides caledonicus,"(Berland, 1932)",accepted,Salticidae
Paraplatoides christopheri,"Zabka, 1992",accepted,Salticidae
Paraplatoides darwini,"Waldock, 2009",accepted,Salticidae
Paraplatoides hirsti,"Zabka, 1992",accepted,Salticidae
Paraplatoides longulus,"Zabka, 1992",accepted,Salticidae
Paraplatoides niger,"Zabka, 1992",accepted,Salticidae
Paraplatoides tenerrimus,"(L. Koch, 1879)",accepted,Salticidae
Paraplexippus quadrisignatus,"Franganillo, 1930",accepted,Salticidae
Paraplexippus sexsignatus,"Franganillo, 1930",accepted,Salticidae
Parasaitis femoralis,"Bryant, 1950",accepted,Salticidae
Parathiodina compta,"Bryant, 1943",accepted,Salticidae
Parkella,"Chickering, 1946",synonym,Salticidae
Parnaenus cuspidatus,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Parnaenus cyanidens,"(C. L. Koch, 1846)",accepted,Salticidae
Parnaenus metallicus,"(C. L. Koch, 1846)",accepted,Salticidae
Parnaenus poecilopus,"(Caporiacco, 1947)",synonym,Salticidae
Parnaenus recurvus,"Chickering, 1946",synonym,Salticidae
Partona,"Simon, 1901",synonym,Salticidae
Parvattus zhui,"Zhang & Maddison, 2012",accepted,Salticidae
Peckhamia americana,"(Peckham & Peckham, 1892)",accepted,Salticidae
Peckhamia argentinensis,"Galiano, 1986",accepted,Salticidae
Peckhamia caliginosa,"(Walckenaer, 1837)",nomen dubium,Salticidae
Peckhamia fusca,"(Kraus, 1955)",synonym,Salticidae
Peckhamia picata,"(Hentz, 1846)",accepted,Salticidae
Peckhamia prescotti,"Chickering, 1946",accepted,Salticidae
Peckhamia scorpionia,"(Hentz, 1846)",accepted,Salticidae
Peckhamia semicana,"(Simon, 1900)",accepted,Salticidae
Peckhamia seminola,"Gertsch, 1936",accepted,Salticidae
Peckhamia soesilae,"Makhan, 2006",accepted,Salticidae
Peckhamia variegata,"(F. O. Pickard-Cambridge, 1900)",accepted,Salticidae
Pelegrina aeneola,"(Curtis, 1892)",accepted,Salticidae
Pelegrina arizonensis,"(Peckham & Peckham, 1901)",accepted,Salticidae
Pelegrina atopodon,"(Chamberlin, 1925)",synonym,Salticidae
Pelegrina balia,"Maddison, 1996",accepted,Salticidae
Pelegrina bicuspidata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pelegrina bunites,"Maddison, 1996",accepted,Salticidae
Pelegrina capitata,"(Hentz, 1845)",synonym,Salticidae
Pelegrina chaimona,"Maddison, 1996",accepted,Salticidae
Pelegrina chalceola,"Maddison, 1996",accepted,Salticidae
Pelegrina clavator,"Maddison, 1996",accepted,Salticidae
Pelegrina clemata,"(Levi & Levi, 1951)",accepted,Salticidae
Pelegrina crassiventer,"(Keyserling, 1885)",synonym,Salticidae
Pelegrina digitata,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Pelegrina dithalea,"Maddison, 1996",accepted,Salticidae
Pelegrina edrilana,"Maddison, 1996",accepted,Salticidae
Pelegrina exigua,"(Banks, 1892)",accepted,Salticidae
Pelegrina flaviceps,"(Kaston, 1973)",accepted,Salticidae
Pelegrina flavipes,"(Peckham & Peckham, 1888)",accepted,Salticidae
Pelegrina furcata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pelegrina galathea,"(Walckenaer, 1837)",accepted,Salticidae
Pelegrina geniculata,"Franganillo, 1930",synonym,Salticidae
Pelegrina glacialis,"(Scheffer, 1905)",synonym,Salticidae
Pelegrina helenae,"(Banks, 1921)",accepted,Salticidae
Pelegrina huachuca,"Maddison, 1996",accepted,Salticidae
Pelegrina insignis,"(Banks, 1892)",accepted,Salticidae
Pelegrina kastoni,"Maddison, 1996",accepted,Salticidae
Pelegrina leucophaea,"(C. L. Koch, 1846)",synonym,Salticidae
Pelegrina mima,"(Chamberlin, 1924)",synonym,Salticidae
Pelegrina montana,"(Emerton, 1891)",accepted,Salticidae
Pelegrina morelos,"Maddison, 1996",accepted,Salticidae
Pelegrina neoleonis,"Maddison, 1996",accepted,Salticidae
Pelegrina nubilis,"(Hentz, 1846)",synonym,Salticidae
Pelegrina ochracea,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pelegrina orestes,"Maddison, 1996",accepted,Salticidae
Pelegrina ornata,"(Banks, 1892)",synonym,Salticidae
Pelegrina pallidata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pelegrina parva,"(Hentz, 1846)",synonym,Salticidae
Pelegrina peckhamorum,"(Kaston, 1973)",accepted,Salticidae
Pelegrina pervaga,"(Peckham & Peckham, 1909)",accepted,Salticidae
Pelegrina proterva,"(Walckenaer, 1837)",accepted,Salticidae
Pelegrina proxima,"(Peckham & Peckham, 1901)",accepted,Salticidae
Pelegrina prudens,"(Peckham & Peckham, 1901)",synonym,Salticidae
Pelegrina sabinema,"Maddison, 1996",accepted,Salticidae
Pelegrina sandaracina,"Maddison, 1996",accepted,Salticidae
Pelegrina tillandsiae,"(Kaston, 1973)",accepted,Salticidae
Pelegrina tristis,"Maddison, 1996",accepted,Salticidae
Pelegrina uteana,"(Chamberlin & Gertsch, 1929)",synonym,Salticidae
Pelegrina variegata,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pelegrina verecunda,"(Chamberlin & Gertsch, 1930)",accepted,Salticidae
Pelegrina volcana,"Maddison, 1996",accepted,Salticidae
Pelegrina yucatecana,"Maddison, 1996",accepted,Salticidae
Pellenes aethiopicus,"Strand, 1906",accepted,Salticidae
Pellenes albomaculatus,"Peng & Xie, 1993",synonym,Salticidae
Pellenes albopilosus,"(Tyschchenko, 1965)",accepted,Salticidae
Pellenes allegrii,"Caporiacco, 1935",accepted,Salticidae
Pellenes amazonka,"Logunov, Marusik & Rakov, 1999",accepted,Salticidae
Pellenes apacheus,"Lowrie & Gertsch, 1955",accepted,Salticidae
Pellenes arciger,"(Walckenaer, 1837)",accepted,Salticidae
Pellenes badkhyzicus,"Logunov, Marusik & Rakov, 1999",accepted,Salticidae
Pellenes beani,"Peckham & Peckham, 1903",accepted,Salticidae
Pellenes bitaeniata,"(Keyserling, 1882)",accepted,Salticidae
Pellenes bonus,"Logunov, Marusik & Rakov, 1999",accepted,Salticidae
Pellenes borisi,"Logunov, Marusik & Rakov, 1999",accepted,Salticidae
Pellenes brevis,"(Simon, 1868)",accepted,Salticidae
Pellenes bulawayoensis,"Wesolowska, 2000",accepted,Salticidae
Pellenes campylophorus,"(Thorell, 1875)",nomen dubium,Salticidae
Pellenes canadensis,"Maddison, 2017",accepted,Salticidae
Pellenes candidus,"Peckham & Peckham, 1901",nomen dubium,Salticidae
Pellenes canosus,"Simon, 1937",accepted,Salticidae
Pellenes chanujensis,"Prószyński, 1982",synonym,Salticidae
Pellenes cinctipes,"(Banks, 1898)",accepted,Salticidae
Pellenes cingulatus,"Wesolowska & Russell-Smith, 2000",accepted,Salticidae
Pellenes corticolens,"Chamberlin, 1924",accepted,Salticidae
Pellenes crandalli,"Lowrie & Gertsch, 1955",accepted,Salticidae
Pellenes dahli,"Lessert, 1915",accepted,Salticidae
Pellenes denisi,"Schenkel, 1963",accepted,Salticidae
Pellenes diagonalis,"(Simon, 1868)",accepted,Salticidae
Pellenes dilutus,"Logunov, 1995",accepted,Salticidae
Pellenes dorsalis,"(Banks, 1898)",nomen dubium,Salticidae
Pellenes dubitatus,"(Banks, 1898)",nomen dubium,Salticidae
Pellenes durioei,"(Lucas, 1846)",accepted,Salticidae
Pellenes dyali,"Roewer, 1951",accepted,Salticidae
Pellenes epularis,"(O. Pickard-Cambridge, 1872)",accepted,Salticidae
Pellenes flavipalpis,"(Lucas, 1853)",accepted,Salticidae
Pellenes frischi,"(Audouin, 1826)",accepted,Salticidae
Pellenes geniculatus,"(Simon, 1868)",accepted,Salticidae
Pellenes geniculatus subsultans,"(Simon, 1868)",accepted,Salticidae
Pellenes gerensis,"Hu, 2001",accepted,Salticidae
Pellenes gobiensis,"Schenkel, 1936",accepted,Salticidae
Pellenes grammaticus,"Chamberlin, 1925",accepted,Salticidae
Pellenes hadaensis,"Prószyński, 1993",accepted,Salticidae
Pellenes hedjazensis,"Prószyński, 1993",accepted,Salticidae
Pellenes himalaya,"Caleb, Sajan & Kumar, 2018",accepted,Salticidae
Pellenes iforhasorum,"Berland & Millot, 1941",accepted,Salticidae
Pellenes ignifrons,"(Grube, 1861)",accepted,Salticidae
Pellenes inexcultus,"(O. Pickard-Cambridge, 1873)",accepted,Salticidae
Pellenes iva,"Caleb, 2018",accepted,Salticidae
Pellenes karakumensis,"Logunov, Marusik & Rakov, 1999",accepted,Salticidae
Pellenes kraepelinorum,"Bösenberg, 1895",synonym,Salticidae
Pellenes kulabicus,"Andreeva, 1976",synonym,Salticidae
Pellenes laevigatus,"(Simon, 1868)",accepted,Salticidae
Pellenes laggani,"Peckham & Peckham, 1909",synonym,Salticidae
Pellenes lagrecai,"Cantarella & Alicata, 2002",accepted,Salticidae
Pellenes lapponicus,"(Sundevall, 1833)",accepted,Salticidae
Pellenes levaillanti,"(Lucas, 1846)",accepted,Salticidae
Pellenes levii,"Lowrie & Gertsch, 1955",accepted,Salticidae
Pellenes limatus,"Peckham & Peckham, 1901",accepted,Salticidae
Pellenes limbatus,"Kulczyński, 1895",accepted,Salticidae
Pellenes logunovi,"Marusik, Hippa & Koponen, 1996",accepted,Salticidae
Pellenes longimanus,"Emerton, 1913",accepted,Salticidae
Pellenes lucidus,"Logunov & Zamanpoore, 2005",accepted,Salticidae
Pellenes luculentus,"Wesolowska & van Harten, 2007",accepted,Salticidae
